,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
57,2002-05-07,1.822118123240914,1.8515750308369483,1.8052857192769174,1.8094937801361084,452800,0.0,0.0
58,2002-05-08,1.826326767300838,1.8936567197937066,1.826326767300838,1.8852404356002808,658400,0.0,0.0
59,2002-05-09,1.8936563187161983,1.9525701350649296,1.8936563187161983,1.923113226890564,847200,0.0,0.0
60,2002-05-10,1.9357373938821143,1.9719272925825266,1.8515748984959355,1.8566246032714844,696000,0.0,0.0
61,2002-05-13,1.8574663802507088,1.8574663802507088,1.7547881863304633,1.8094937801361084,1929600,0.0,0.0
62,2002-05-14,1.851575018408666,1.8852399866379228,1.7505799531936646,1.7505799531936646,3958400,0.0,0.0
63,2002-05-15,1.7421642179578087,1.7674129095983064,1.6706260442733765,1.6706260442733765,5829600,0.0,0.0
64,2002-05-16,1.6706258388514081,1.74216400373943,1.6706258388514081,1.7337477207183838,5286400,0.0,0.0
65,2002-05-17,1.7463719047809854,1.8094937808574065,1.7463719047809854,1.7867698669433594,4351200,0.0,0.0
66,2002-05-20,1.786770261645358,1.8094941805791755,1.7758292046738537,1.7993946075439453,2336000,0.0,0.0
67,2002-05-21,1.9020727257673948,1.906280786984952,1.7211233644492516,1.725331425666809,3872000,0.0,0.0
68,2002-05-22,1.7219649952421605,1.809494088677799,1.7084990055639484,1.788453459739685,1847200,0.0,0.0
69,2002-05-23,1.7884534301592931,1.91048914019283,1.7884534301592931,1.8860819339752197,2157600,0.0,0.0
70,2002-05-24,1.8801911376584008,1.9946522422836312,1.8801911376584008,1.974453091621399,2212000,0.0,0.0
71,2002-05-28,1.982027279358137,2.044307685345746,1.9609866493839434,2.037574529647827,2082400,0.0,0.0
72,2002-05-29,2.0375746495919285,2.0375746495919285,1.9778193340007435,1.9862356185913086,4728000,0.0,0.0
73,2002-05-30,1.9862349284013585,1.9862349284013585,1.9483617411678784,1.9576196670532227,3941600,0.0,0.0
74,2002-05-31,1.957619900143475,2.0451488225212198,1.957619900143475,2.035891056060791,2708000,0.0,0.0
75,2002-06-03,2.035891089420763,2.035891089420763,1.9475203607482048,1.9567782878875732,1817600,0.0,0.0
76,2002-06-04,1.9534123782609674,2.0114845728926567,1.927322037118677,1.9719282388687134,1933600,0.0,0.0
77,2002-06-05,1.9778189146390526,1.9929681915844764,1.9449955882754626,1.9567782878875732,1752000,0.0,0.0
78,2002-06-06,1.9567782878875732,1.9904432585844916,1.9517285824148463,1.9567782878875732,1403200,0.0,0.0
79,2002-06-07,1.9357381802564906,1.9559371680915447,1.898706622295248,1.9315301179885864,1752000,0.0,0.0
80,2002-06-10,1.9315295646953623,1.960986313187277,1.8768238077195443,1.8936563730239868,854400,0.0,0.0
81,2002-06-11,1.9037562327304722,1.914697289466858,1.895339948803187,1.914697289466858,323200,0.0,0.0
82,2002-06-12,1.8944983642657762,1.8953400087378456,1.8364261799111339,1.8852404356002808,532000,0.0,0.0
83,2002-06-13,1.885240644398565,1.9441544797502306,1.8599919495491581,1.9323716163635254,1297600,0.0,0.0
84,2002-06-14,1.9306881361060164,1.9306881361060164,1.796869724617723,1.8944982290267944,718400,0.0,0.0
85,2002-06-17,1.9020734068199177,1.973611596823931,1.9020734068199177,1.9374216794967651,936800,0.0,0.0
86,2002-06-18,1.9374211034512645,1.948362159597735,1.8768239908638733,1.895339846611023,260000,0.0,0.0
87,2002-06-19,1.8936567073282986,1.9483623134345516,1.8936567073282986,1.93573796749115,905600,0.0,0.0
88,2002-06-20,1.923954930009521,1.923954930009521,1.8339010746726343,1.8431588411331177,509600,0.0,0.0
89,2002-06-21,1.8305351606437137,1.8305351606437137,1.7589969728349366,1.7674132585525513,1016000,0.0,0.0
90,2002-06-24,1.7674126251697513,1.7674126251697513,1.6748338365077924,1.7270146608352661,1092800,0.0,0.0
91,2002-06-25,1.7270149096888634,1.7497388280991213,1.6815670728683472,1.6815670728683472,829600,0.0,0.0
92,2002-06-26,1.662209322470539,1.662209322470539,1.5452235025362608,1.594879388809204,2882400,0.0,0.0
93,2002-06-27,1.6075043039703474,1.6832505464553833,1.5915133788313824,1.6832505464553833,1632000,0.0,0.0
94,2002-06-28,1.6790423456279793,1.7943449086420518,1.6689427725513672,1.766571283340454,3480000,0.0,0.0
95,2002-07-01,1.758996389924911,1.7665710285078913,1.653793254636014,1.6613678932189941,1088000,0.0,0.0
96,2002-07-02,1.6605263542954634,1.6605263542954634,1.5039841882056986,1.5788887739181519,1637600,0.0,0.0
97,2002-07-03,1.5738391654867883,1.607504140895258,1.4518034490379128,1.557006597518921,2226400,0.0,0.0
98,2002-07-05,1.5654229497869574,1.6378026099405678,1.5654229497869574,1.5999295711517334,455200,0.0,0.0
99,2002-07-08,1.6075040284149573,1.7127071695346894,1.5965628118432431,1.6672593355178833,1433600,0.0,0.0
100,2002-07-09,1.6580012774068866,1.7194398625165492,1.619286444792112,1.6411687135696411,2162400,0.0,0.0
101,2002-07-10,1.6411688737355123,1.6916664096482072,1.5948795594564331,1.6159201860427856,2144000,0.0,0.0
102,2002-07-11,1.6032959471071317,1.6066625249713868,1.493884734955128,1.5511152744293213,2443200,0.0,0.0
103,2002-07-12,1.551115096541443,1.551115096541443,1.4787352860334344,1.4888348579406738,1052800,0.0,0.0
104,2002-07-15,1.4871515799550872,1.4871515799550872,1.32976769357605,1.4055140018463135,1300000,0.0,0.0
105,2002-07-16,1.3844735414628606,1.4198218068776183,1.354174982385277,1.36259126663208,1246400,0.0,0.0
106,2002-07-17,1.3667991972657247,1.4013058148901014,1.2035239567155724,1.3541748523712158,6398400,0.0,0.0
107,2002-07-18,1.3541751845659795,1.3802655251518596,1.3432340455170582,1.349967122077942,1261600,0.0,0.0
108,2002-07-19,1.3423922233559125,1.3474420100427287,1.3171434504491042,1.3280845880508423,1353600,0.0,0.0
109,2002-07-22,1.3230345908737187,1.386156388873454,1.3129350999832161,1.3297675848007202,999200,0.0,0.0
110,2002-07-23,1.338184010169499,1.3802652693605353,1.2834784053266048,1.3466002941131592,2536000,0.0,0.0
111,2002-07-24,1.329767887442997,1.4829437348026684,1.2615962080873688,1.4804188013076782,1784800,0.0,0.0
112,2002-07-25,1.481260117857508,1.481260117857508,1.397097612985232,1.429079294204712,560800,0.0,0.0
113,2002-07-26,1.4299209990134576,1.4896764634750574,1.4299209990134576,1.4762104749679565,668800,0.0,0.0
114,2002-07-29,1.4778936492845682,1.5443821100758852,1.4778936492845682,1.540173888206482,936000,0.0,0.0
115,2002-07-30,1.5401740258403853,1.548590309804042,1.4854684208675137,1.5107172727584839,716800,0.0,0.0
116,2002-07-31,1.4938848750931875,1.494726519638204,1.4501203219160221,1.4728442430496216,777600,0.0,0.0
117,2002-08-01,1.464427691326035,1.464427691326035,1.364274256097745,1.404672384262085,1011200,0.0,0.0
118,2002-08-02,1.3928896761831597,1.3928896761831597,1.2498134849665972,1.270854115486145,1099200,0.0,0.0
119,2002-08-05,1.2708541622171963,1.3196684203964237,1.2708541622171963,1.291894793510437,702400,0.0,0.0
120,2002-08-06,1.3045193117539606,1.3373427297833287,1.3045193117539606,1.32892644405365,1688800,0.0,0.0
121,2002-08-07,1.33145118826379,1.346600469226959,1.300311062044554,1.337342619895935,1560800,0.0,0.0
122,2002-08-08,1.3297677157044485,1.333975857388983,1.165650832116613,1.254021406173706,4937600,0.0,0.0
123,2002-08-09,1.25402158278222,1.3129354141355045,1.25402158278222,1.2834784984588623,946400,0.0,0.0
124,2002-08-12,1.2826365826983068,1.367640733718872,1.279270085641236,1.367640733718872,926400,0.0,0.0
125,2002-08-13,1.3886816133870905,1.448436926970657,1.3684826273647328,1.3760572671890259,1760800,0.0,0.0
126,2002-08-14,1.3760570106203227,1.498092548484196,1.3760570106203227,1.4560112953186035,3224800,0.0,0.0
127,2002-08-15,1.5149253715615167,1.5780472620432466,1.5149253715615167,1.5233416557312012,3407200,0.0,0.0
128,2002-08-16,1.523341398914681,1.6664175635693688,1.523341398914681,1.5931962728500366,1723200,0.0,0.0
129,2002-08-19,1.5931963041126964,1.719440066270251,1.5738389657750766,1.679042100906372,1722400,0.0,0.0
130,2002-08-20,1.742163909401108,1.8094938488690615,1.7000826571018275,1.7606796026229858,5432800,0.0,0.0
131,2002-08-21,1.7632047914364959,1.8094941114725638,1.7270148835226828,1.8052860498428345,1994400,0.0,0.0
132,2002-08-22,1.7842452458760862,1.8094939342359218,1.7169151427044487,1.725331425666809,3035200,0.0,0.0
133,2002-08-23,1.7253315146965316,1.7261731590889222,1.6622096300125122,1.6622096300125122,1333600,0.0,0.0
134,2002-08-26,1.6630510860767866,1.7463719451609567,1.6605261531855442,1.7387973070144653,2069600,0.0,0.0
135,2002-08-27,1.7421640965817817,1.770779364061938,1.7211234681715055,1.7345894575119019,1864800,0.0,0.0
136,2002-08-28,1.7295399266963252,1.7884537618870484,1.713549161581452,1.758996844291687,2461600,0.0,0.0
137,2002-08-29,1.752263973969586,1.8044448169255862,1.7228070542618745,1.803603172302246,1388000,0.0,0.0
138,2002-08-30,1.817910050179409,1.8507333741370307,1.7505799531936646,1.7505799531936646,778400,0.0,0.0
139,2002-09-03,1.750580504102686,1.750580504102686,1.6453773449492246,1.6832505464553833,1085600,0.0,0.0
140,2002-09-04,1.700083214611403,1.7320649062146518,1.5654231309890747,1.5654231309890747,2308800,0.0,0.0
141,2002-09-05,1.5570061890130753,1.6411686857164847,1.5511148399281922,1.6142367124557495,1292800,0.0,0.0
142,2002-09-06,1.6201286608618493,1.6664179869612747,1.6201286608618493,1.650427222251892,1339200,0.0,0.0
143,2002-09-09,1.6537934213767387,1.6874583959579468,1.5654228430351598,1.6874583959579468,1700000,0.0,0.0
144,2002-09-10,1.6933496135461592,1.7244896494400856,1.6697840551591399,1.7169150114059448,1416800,0.0,0.0
145,2002-09-11,1.7337475493426515,1.7581545911111511,1.7337475493426515,1.7505799531936646,599200,0.0,0.0
146,2002-09-12,1.7716206056868906,1.774145538540682,1.7169150114059448,1.7169150114059448,1172000,0.0,0.0
147,2002-09-13,1.7000832771590908,1.7000832771590908,1.6495857238769531,1.6495857238769531,288000,0.0,0.0
148,2002-09-16,1.6504271302585014,1.7034494492083756,1.6495854857637702,1.7009245157241821,484800,0.0,0.0
149,2002-09-17,1.721964901966552,1.7556300348657645,1.671467523672234,1.718598484992981,388800,0.0,0.0
150,2002-09-18,1.708499130361328,1.7160737701745195,1.670626091822641,1.6916667222976685,408000,0.0,0.0
151,2002-09-19,1.70008272538726,1.7463720405648273,1.6832501595805565,1.7068157196044922,3078400,0.0,0.0
152,2002-09-20,1.7564717945085,1.7564717945085,1.666417766778784,1.6874583959579468,737600,0.0,0.0
153,2002-09-23,1.6883002428511478,1.6908251764452542,1.673150962341071,1.6748342514038086,1595200,0.0,0.0
154,2002-09-24,1.6714674401269307,1.6723090844600679,1.5696307231987143,1.6344358921051025,1099200,0.0,0.0
155,2002-09-25,1.6378025307293422,1.663893027008487,1.6369610468094795,1.653793454170227,840000,0.0,0.0
156,2002-09-26,1.666417414048798,1.7379555702209473,1.6622093533145887,1.7379555702209473,1353600,0.0,0.0
157,2002-09-27,1.7379559557366344,1.8641997320932024,1.7379559557366344,1.7909784317016602,2938400,0.0,0.0
158,2002-09-30,1.7909783364007394,1.8010777480765912,1.6369609438623371,1.721123456954956,2290400,0.0,0.0
159,2002-10-01,1.721123747961542,1.721123747961542,1.5999296636691156,1.6832505464553833,3411200,0.0,0.0
160,2002-10-02,1.670625939962495,1.6824086405887344,1.6243364608087922,1.6664177179336548,1560000,0.0,0.0
161,2002-10-03,1.6731506943243852,1.6731506943243852,1.6117120981216428,1.611712098121643,1212000,0.0,0.0
162,2002-10-04,1.6234952085727372,1.65379360886712,1.5570067357757076,1.625178337097168,2060800,0.0,0.0
163,2002-10-07,1.6075043970880967,1.6159206824133592,1.5654231309890747,1.5654231309890747,1420800,0.0,0.0
164,2002-10-08,1.5822552555005953,1.622653385664161,1.5797304827278649,1.5906715393066406,1255200,0.0,0.0
165,2002-10-09,1.5822547827967113,1.5906710640883648,1.4703186750411987,1.4703186750411987,1482400,0.0,0.0
166,2002-10-10,1.4728441458354014,1.57636401013043,1.4534868041595388,1.5410157442092896,2052800,0.0,0.0
167,2002-10-11,1.5494322852289597,1.578047560501572,1.548590640600083,1.5628982782363892,1828000,0.0,0.0
168,2002-10-14,1.5544817382771556,1.5864635868354198,1.544382325436747,1.5772056579589844,673600,0.0,0.0
169,2002-10-15,1.6411691091649903,1.6706260227169942,1.6133954845079042,1.648743748664856,1840800,0.0,0.0
170,2002-10-16,1.6420103578142258,1.6580012774068866,1.612553451362659,1.6411687135696411,1138400,0.0,0.0
171,2002-10-17,1.6580019633871987,1.738797917969085,1.6394861034000474,1.664734959602356,1288800,0.0,0.0
172,2002-10-18,1.6647345554508957,1.7581548351904326,1.6630512666739392,1.7127071619033813,1427200,0.0,0.0
173,2002-10-21,1.7135491365503706,1.7665714590256558,1.6916668598142464,1.7547887563705444,1616800,0.0,0.0
174,2002-10-22,1.5317578690426754,1.6664177674192637,1.5317578690426754,1.6133954524993896,7187200,0.0,0.0
175,2002-10-23,1.6108704938747047,1.6866168861794315,1.6108704938747047,1.678200602531433,1184800,0.0,0.0
176,2002-10-24,1.6916663249769648,1.7236480051554885,1.6916663249769648,1.7169150114059448,1300800,0.0,0.0
177,2002-10-25,1.7084989399609904,1.7674127629364396,1.7034492341573744,1.7127071619033813,2435200,0.0,0.0
178,2002-10-28,1.7253310053311168,1.7253310053311168,1.55868931748908,1.5612140893936157,4722400,0.0,0.0
179,2002-10-29,1.562056204035116,1.562056204035116,1.4997759633712728,1.514925241470337,4871200,0.0,0.0
180,2002-10-30,1.5401739312839406,1.5612145596376952,1.5115586638806537,1.514925241470337,4926400,0.0,0.0
181,2002-10-31,1.5275498163588888,1.5275498163588888,1.4980929001232666,1.5065091848373413,1644000,0.0,0.0
182,2002-11-01,1.5065089502574698,1.5065089502574698,1.4459119987008398,1.4837850332260132,2742400,0.0,0.0
183,2002-11-04,1.5048259695191597,1.5443824614552277,1.5048259695191597,1.5216585397720337,1336800,0.0,0.0
184,2002-11-05,1.5224999092731497,1.5780471563339231,1.507350630887983,1.5780471563339233,2224800,0.0,0.0
185,2002-11-06,1.5797307678838337,1.5974048225923234,1.5570068456638122,1.5654231309890747,910400,0.0,0.0
186,2002-11-07,1.5527987353842043,1.5788890746134596,1.5359661652527123,1.554481863975525,834400,0.0,0.0
187,2002-11-08,1.5544816501299374,1.5544816501299374,1.4332877397537231,1.4332877397537231,2266400,0.0,0.0
188,2002-11-11,1.439179253931313,1.471160943784328,1.4223466842019692,1.4644279479980469,1081600,0.0,0.0
189,2002-11-12,1.468635893455096,1.6007710111468612,1.4677942490747804,1.5485901832580566,2532000,0.0,0.0
190,2002-11-13,1.5485904071388656,1.6125539445448387,1.5166087186995165,1.5990879535675049,3766400,0.0,0.0
191,2002-11-14,1.6075042380601572,1.64369414900947,1.5780473225995115,1.5990879535675049,1755200,0.0,0.0
192,2002-11-15,1.607504174111105,1.7169153865812106,1.607504174111105,1.697558045387268,2507200,0.0,0.0
193,2002-11-18,1.7589967413749346,1.7632049639436462,1.6664179317178798,1.7034494876861572,4120000,0.0,0.0
194,2002-11-19,1.6032956693898255,1.607503890991211,1.481260132439973,1.607503890991211,9400000,0.0,0.0
195,2002-11-20,1.6075039299086191,1.6453769620745462,1.5612144543361604,1.6201282739639282,2154400,0.0,0.0
196,2002-11-21,1.6327529069430828,1.6580017600488566,1.578047299338148,1.6361194849014282,2915200,0.0,0.0
197,2002-11-22,1.6361194101242733,1.6361194101242733,1.5401740295510535,1.557006597518921,3816800,0.0,0.0
198,2002-11-25,1.573838564265091,1.5948791859235698,1.5570060027274266,1.5620557069778442,1702400,0.0,0.0
199,2002-11-26,1.562897948149495,1.5847802222968164,1.5199750443059719,1.557006597518921,1782400,0.0,0.0
200,2002-11-27,1.5654229838536213,1.5881469039378022,1.5553234103071159,1.5713143348693848,1418400,0.0,0.0
201,2002-11-29,1.6117124594870824,1.6117124594870824,1.5654231309890747,1.5654231309890747,461600,0.0,0.0
202,2002-12-02,1.5990878231126862,1.6622097108671343,1.5780471938612033,1.5906715393066406,3728000,0.0,0.0
203,2002-12-03,1.5780473216361288,1.6268615790309822,1.536807704227311,1.604137659072876,1670400,0.0,0.0
204,2002-12-04,1.5948796299776018,1.620128318786756,1.5822551250457764,1.5822551250457764,1547200,0.0,0.0
205,2002-12-05,1.5864633029740225,1.6605262391518147,1.5822550812707568,1.6201282739639282,2463200,0.0,0.0
206,2002-12-06,1.6117120710615722,1.6243364157433309,1.5780470984011319,1.6176034212112427,1127200,0.0,0.0
207,2002-12-09,1.5654231871291897,1.5755226014598633,1.5107175713440348,1.5275499820709229,1407200,0.0,0.0
208,2002-12-10,1.5443818692710367,1.5654224937555816,1.5182915398578243,1.5250245332717896,2289600,0.0,0.0
209,2002-12-11,1.531757764203231,1.5452237531192252,1.4433870313488617,1.4484367370605469,2988800,0.0,0.0
210,2002-12-12,1.4484369032010056,1.5233416557312012,1.4433871969101024,1.5233416557312012,1598400,0.0,0.0
211,2002-12-13,1.4896763912260556,1.4896763912260556,1.3297675848007202,1.3297675848007202,5163200,0.0,0.0
212,2002-12-16,1.3466002941131592,1.371007501497047,1.338184010169499,1.3466002941131592,3011200,0.0,0.0
213,2002-12-17,1.3634327689170986,1.3667991859483741,1.2245645749092173,1.254021406173706,6561600,0.0,0.0
214,2002-12-18,1.136194155279375,1.1530266452307854,1.0671809063467714,1.1210448741912842,15253600,0.0,0.0
215,2002-12-19,0.8357338078739406,0.8837064162125459,0.759145931311034,0.7843946218490601,38963200,0.0,0.0
216,2002-12-20,0.7995439772749587,0.8121683237580557,0.7684038530548337,0.7970191240310669,23508800,0.0,0.0
217,2002-12-23,0.794494059715017,0.8071184843832182,0.7785032181183112,0.7911275625228882,10243200,0.0,0.0
218,2002-12-24,0.7658788827610882,0.7742950857090191,0.7507296050857375,0.770086944103241,4208000,0.0,0.0
219,2002-12-26,0.7785032332669803,0.7911275779172108,0.7709285943713917,0.7742950916290283,2602400,0.0,0.0
220,2002-12-27,0.7742951676575782,0.789444446936273,0.7641956748929929,0.7869195938110352,4116000,0.0,0.0
221,2002-12-30,0.7785034417303985,0.819743064245274,0.7734536543599262,0.8189014196395874,2522400,0.0,0.0
222,2002-12-31,0.8189014298885833,0.8290010047559294,0.7785034514737917,0.8247928619384766,2881600,0.0,0.0
223,2003-01-02,0.8247927378401326,0.8374170841293833,0.8062769603874136,0.8180597424507141,2815200,0.0,0.0
224,2003-01-03,0.8205844552533976,0.8391002295380579,0.8130098166704175,0.8306839466094971,1894400,0.0,0.0
225,2003-01-06,0.866874009349594,0.866874009349594,0.8205846053052863,0.8315257430076599,2815200,0.0,0.0
226,2003-01-07,0.8584575923701262,0.8693987283836211,0.8416251062969129,0.850041389465332,3504000,0.0,0.0
227,2003-01-08,0.904747459338708,0.904747459338708,0.8391006894140052,0.854249894618988,3288800,0.0,0.0
228,2003-01-09,0.8811814316440749,0.9156880451399866,0.8811814316440749,0.8921225666999817,10240800,0.0,0.0
229,2003-01-10,0.8921226352522624,0.8963306965279049,0.8592992275623336,0.8736068606376648,2906400,0.0,0.0
230,2003-01-13,0.8921226801344596,0.9013805277757035,0.875290113130557,0.8879145383834839,1628800,0.0,0.0
231,2003-01-14,0.8853896884336498,0.8853896884336498,0.8247926557000319,0.8332088589668274,5394400,0.0,0.0
232,2003-01-15,0.8323672379929972,0.8323672379929972,0.7347386607076726,0.802910327911377,9749600,0.0,0.0
233,2003-01-16,0.8113265838508589,0.8222677192236006,0.7953356628200748,0.8037519454956055,2660000,0.0,0.0
234,2003-01-17,0.7953356628200748,0.8121681479075159,0.780186466373188,0.8037519454956055,2741600,0.0,0.0
235,2003-01-21,0.7953358702783808,0.8138516488360991,0.7700870959294269,0.8121683597564697,3869600,0.0,0.0
236,2003-01-22,0.8037520271376006,0.8332088589668275,0.7860778959346132,0.8332088589668274,2268800,0.0,0.0
237,2003-01-23,0.831525491173585,0.8332086993991418,0.786919389637555,0.8205843567848206,2531200,0.0,0.0
238,2003-01-24,0.7995439389486273,0.8071185785808483,0.763354029711853,0.7919692993164062,5676000,0.0,0.0
239,2003-01-27,0.7843945993436137,0.7953357357192014,0.7574626207351685,0.7574626207351685,3596800,0.0,0.0
240,2003-01-28,0.7658791123252779,0.778503460663002,0.74904654085678,0.7566211819648743,5787200,0.0,0.0
241,2003-01-29,0.7566209763377477,0.7650372597847005,0.7423133426361043,0.7574626207351685,3560800,0.0,0.0
242,2003-01-30,0.7658790147575067,0.7726120103817083,0.7153814673123554,0.7465215921401978,3940800,0.0,0.0
243,2003-01-31,0.7465215050926471,0.7515712913537915,0.715381383895874,0.715381383895874,2208000,0.0,0.0
244,2003-02-03,0.7237977747029929,0.7414719088374319,0.6901327152612016,0.6951825022697449,2149600,0.0,0.0
245,2003-02-04,0.6901325238999406,0.728005635039741,0.6867660269155943,0.714539647102356,2489600,0.0,0.0
246,2003-02-05,0.7153814561439283,0.725480949422559,0.6892910383097374,0.6943408250808716,3685600,0.0,0.0
247,2003-02-06,0.6943407766520977,0.7069651223039557,0.6581509081952603,0.6733001470565796,3609600,0.0,0.0
248,2003-02-07,0.6766665787653477,0.689290923189299,0.6648838385748143,0.6665670871734619,2403200,0.0,0.0
